emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,individual_id
fatigued,5,69.6909788435274,31.83410939930779,0.33,0.228,8.714,36.67,0.192,0.261,9.841,0.251,97.0,2025-07-16T19:04:08.605796,25
anxious,4,87.57691844609742,17.73127443801605,0.839,0.509,24.502,37.02,-0.725,0.12,9.976,0.844,94.9,2025-07-16T19:04:08.538410,6
excited,2,109.33390333316856,27.393244730929418,0.628,0.517,15.197,37.1,-1.752,-0.462,9.652,0.588,95.1,2025-07-16T19:04:08.352682,9
stressed,3,96.24488305277137,23.249214099726338,0.501,0.482,26.94,36.86,0.302,0.477,10.031,0.224,96.0,2025-07-16T19:04:08.489096,1
stressed,3,88.36458262793323,14.935690972887555,0.502,0.348,22.35,36.89,0.423,0.073,10.154,0.478,96.0,2025-07-16T19:04:08.446721,26
anxious,4,95.37341124347444,22.65633176006771,0.81,0.389,19.842,36.95,0.114,-0.088,10.122,0.321,95.3,2025-07-16T19:04:08.540773,16
anxious,4,128.91557346042882,19.851344337635197,0.659,0.418,21.577,37.15,0.209,0.025,9.813,0.886,95.1,2025-07-16T19:04:08.518597,8
fatigued,5,77.60950690002485,18.14715578637319,0.21,0.119,8.818,36.43,-0.03,0.08,9.693,0.997,97.6,2025-07-16T19:04:08.650923,8
excited,2,81.29342440333255,40.934974945414105,0.419,0.3,14.124,36.9,0.232,0.011,9.9,0.132,95.9,2025-07-16T19:04:08.366729,0
stressed,3,85.47518697469339,14.946489905006208,0.502,0.246,24.849,36.91,-0.001,-0.245,9.885,0.869,95.4,2025-07-16T19:04:08.470552,24
fatigued,5,62.369229862162705,26.359648324241135,0.252,0.212,9.633,36.52,0.288,-0.035,9.81,0.224,96.9,2025-07-16T19:04:08.642287,28
excited,2,108.82069181549801,26.150483515657957,0.56,0.283,18.534,36.89,0.172,0.658,9.723,0.905,95.6,2025-07-16T19:04:08.324110,49
calm,0,75.02251003245696,61.16443650118027,0.284,0.101,17.467,36.48,-0.09,0.037,9.831,0.187,97.3,2025-07-16T19:04:08.165317,49
stressed,3,95.3925915641844,22.98204130625085,0.632,0.334,18.183,36.77,0.204,-0.08,9.621,0.419,95.7,2025-07-16T19:04:08.452656,9
focused,1,89.28474090965805,45.629981354666455,0.356,0.064,12.0,36.52,0.03,0.054,9.791,0.486,97.2,2025-07-16T19:04:08.285495,47
anxious,4,112.8694614858138,12.91847806502717,0.824,0.468,31.195,36.95,-0.237,-0.565,10.024,0.681,94.5,2025-07-16T19:04:08.510784,4
calm,0,49.2031594319723,30.482466902423628,0.37,0.145,10.364,36.66,0.145,-0.158,9.747,0.177,96.6,2025-07-16T19:04:08.190381,19
focused,1,75.22761197484598,60.192466486715695,0.464,0.059,12.2,36.6,-0.139,0.065,9.751,0.166,96.3,2025-07-16T19:04:08.272254,49
fatigued,5,61.36440482184063,26.28349414336078,0.237,0.142,11.482,36.47,-0.11,0.047,9.791,0.961,98.1,2025-07-16T19:04:08.620391,2
stressed,3,123.69739325650451,26.94363973375827,0.5,0.308,20.577,37.1,0.174,0.085,9.697,0.515,95.6,2025-07-16T19:04:08.462010,43
fatigued,5,67.69099312044973,32.44855386638954,0.27,0.139,13.942,36.44,-0.24,-0.184,10.017,0.117,98.4,2025-07-16T19:04:08.618335,5
stressed,3,86.39159600812303,21.401424538492595,0.659,0.239,17.041,36.76,0.06,-0.247,9.739,0.468,96.1,2025-07-16T19:04:08.476748,41
focused,1,82.83599478425812,59.900729485210185,0.416,0.041,17.23,36.46,-0.009,0.02,9.815,0.935,96.2,2025-07-16T19:04:08.245464,8
excited,2,90.81490940915032,45.164883406318225,0.49,0.65,14.962,37.08,0.15,-0.219,9.668,0.148,95.9,2025-07-16T19:04:08.349793,10
focused,1,79.02283980462289,44.30833910070335,0.351,0.055,15.319,36.77,0.002,0.028,9.807,0.77,96.9,2025-07-16T19:04:08.240325,33
focused,1,68.25441435163754,40.76678291068507,0.401,0.041,17.91,36.38,-0.037,-0.048,9.81,0.588,97.3,2025-07-16T19:04:08.249960,1
focused,1,78.30765207359143,50.46283647772187,0.51,0.062,14.122,36.5,-0.108,-0.076,9.786,0.114,96.8,2025-07-16T19:04:08.271927,25
anxious,4,101.57262347915359,26.789396730020645,0.939,0.199,21.056,37.02,-0.172,-0.437,9.817,0.985,94.0,2025-07-16T19:04:08.565729,46
calm,0,70.85562817604365,43.47461859815382,0.358,0.079,12.613,36.68,0.004,-0.144,9.75,0.201,96.5,2025-07-16T19:04:08.202890,16
anxious,4,91.61347098716013,20.47120206593535,0.817,0.398,18.0,37.03,-0.271,-0.532,9.758,0.223,95.4,2025-07-16T19:04:08.562304,35
calm,0,64.81813807911101,74.91294026561246,0.257,0.082,14.536,36.51,-0.019,0.002,9.802,0.13,97.3,2025-07-16T19:04:08.197156,36
focused,1,70.20565323596672,57.125316282798224,0.389,0.04,15.262,36.71,0.013,-0.032,9.781,0.427,97.0,2025-07-16T19:04:08.262940,6
excited,2,82.46740380572462,34.41871394085597,0.8,0.1,18.526,36.57,0.043,-0.124,9.76,0.658,95.6,2025-07-16T19:04:08.375004,21
calm,0,68.08607377164033,53.156629626504646,0.348,0.119,16.798,36.82,0.087,-0.041,9.795,0.959,97.0,2025-07-16T19:04:08.202724,6
calm,0,65.76790492897707,52.69848671993072,0.285,0.071,11.132,36.34,-0.007,-0.032,9.809,0.189,97.4,2025-07-16T19:04:08.199243,14
fatigued,5,68.00346721658157,19.633809559105686,0.336,0.263,14.19,36.45,-0.087,-0.618,10.079,0.585,97.1,2025-07-16T19:04:08.617204,34
calm,0,94.00515725172043,57.27528872110889,0.443,0.076,14.466,36.66,-0.075,0.012,9.786,0.178,97.6,2025-07-16T19:04:08.180599,27
fatigued,5,73.27292501877626,29.31040612794321,0.316,0.262,12.085,36.59,-0.927,-0.577,9.61,0.215,96.6,2025-07-16T19:04:08.643686,34
anxious,4,111.82728091546126,13.89788675417863,0.707,0.542,18.0,37.13,-1.235,-0.654,9.654,0.842,94.2,2025-07-16T19:04:08.563235,37
calm,0,72.57075914839095,59.17180416268598,0.335,0.106,11.121,36.59,0.09,-0.007,9.815,0.918,96.1,2025-07-16T19:04:08.128774,5
stressed,3,92.48693535118022,15.871634275558554,0.698,0.203,26.525,36.96,-0.044,-0.04,9.86,0.314,95.3,2025-07-16T19:04:08.467448,38
focused,1,87.68710876382887,49.58666342733251,0.454,0.045,16.467,36.72,-0.07,0.095,9.807,0.463,96.4,2025-07-16T19:04:08.285653,43
stressed,3,127.96316749664209,23.569834138457168,0.5,0.267,18.236,37.06,0.275,0.507,9.667,0.776,95.2,2025-07-16T19:04:08.477070,8
excited,2,70.13722715026209,30.72818692836989,0.64,0.489,20.447,36.86,-0.158,-0.693,10.05,0.493,96.2,2025-07-16T19:04:08.408639,6
stressed,3,110.69901696774374,18.31917175392984,0.798,0.376,26.201,37.04,0.276,0.139,9.934,0.566,95.7,2025-07-16T19:04:08.445254,15
calm,0,69.9920905643664,34.83889527044466,0.272,0.141,12.312,36.82,0.159,-0.13,9.823,0.988,96.4,2025-07-16T19:04:08.161464,32
stressed,3,112.36085767257006,14.391424505201957,0.855,0.508,16.0,37.16,-0.109,-0.802,9.502,0.682,95.0,2025-07-16T19:04:08.452335,42
anxious,4,87.37399460130068,24.239608131661026,0.833,0.337,23.884,36.81,0.263,0.248,9.839,0.428,95.4,2025-07-16T19:04:08.526945,10
fatigued,5,64.31364000017753,30.512502684954143,0.214,0.135,10.133,36.62,-0.043,0.055,9.782,0.516,97.4,2025-07-16T19:04:08.616399,0
excited,2,83.95333911314962,41.670453846914704,0.72,0.462,21.726,36.85,0.197,0.131,9.972,0.214,95.1,2025-07-16T19:04:08.336277,19
focused,1,71.08381226186584,67.44223244801128,0.322,0.078,13.73,36.65,0.128,-0.102,9.775,0.297,96.9,2025-07-16T19:04:08.284381,21
excited,2,96.32156041173168,46.676117962482635,0.47,0.662,22.207,37.09,0.722,-0.561,9.743,0.678,96.0,2025-07-16T19:04:08.347892,20
focused,1,81.59102528111042,32.18058461249595,0.501,0.066,16.041,36.67,0.09,-0.085,9.8,0.556,96.5,2025-07-16T19:04:08.237699,33
stressed,3,114.9857507327338,26.48099938550551,0.688,0.55,17.152,37.02,-0.232,0.169,9.741,0.54,95.1,2025-07-16T19:04:08.452012,49
anxious,4,89.11959295897205,17.535286011394284,0.743,0.363,18.176,36.85,-0.511,-0.291,9.869,0.887,96.1,2025-07-16T19:04:08.568230,9
excited,2,102.22797352902553,42.789136085544364,0.8,0.374,19.112,36.7,-0.035,-0.047,10.052,0.438,95.3,2025-07-16T19:04:08.398356,49
focused,1,80.1337581289077,72.73732072432885,0.381,0.042,18.0,36.72,0.002,0.003,9.802,0.718,96.0,2025-07-16T19:04:08.218544,10
fatigued,5,65.24817757316903,22.078259240799408,0.205,0.187,11.59,36.58,-0.052,-0.198,9.723,0.653,97.9,2025-07-16T19:04:08.627875,42
focused,1,79.93543051003029,40.84541772816143,0.4,0.035,13.868,36.55,-0.029,0.007,9.797,0.476,96.3,2025-07-16T19:04:08.249091,20
focused,1,76.77116736822082,54.89453163469169,0.487,0.044,13.506,36.64,0.05,-0.037,9.802,0.18,96.0,2025-07-16T19:04:08.281995,26
focused,1,75.54177572279029,55.38202477805913,0.285,0.037,14.011,36.51,-0.007,0.002,9.794,0.951,97.3,2025-07-16T19:04:08.244963,23
stressed,3,77.93499239748725,27.282280194748058,0.87,0.217,26.284,36.8,-0.14,-0.101,9.698,0.506,95.1,2025-07-16T19:04:08.445420,30
calm,0,94.47322694260579,51.080592316881706,0.394,0.165,16.423,36.78,0.023,0.104,9.84,0.159,95.9,2025-07-16T19:04:08.144551,42
anxious,4,94.47322694260579,10.773473640561955,0.74,0.15,18.562,36.65,0.039,0.025,9.842,0.455,95.5,2025-07-16T19:04:08.503134,42
stressed,3,105.17939646153683,31.571643176724535,0.721,0.395,27.407,36.98,-0.139,-0.364,10.134,0.164,95.4,2025-07-16T19:04:08.417454,10
excited,2,110.95590117931113,41.41691780564242,0.573,0.481,21.533,37.03,-0.491,0.413,10.31,0.848,95.5,2025-07-16T19:04:08.402310,26
focused,1,88.90747652865707,75.23615333596369,0.395,0.058,17.004,36.63,-0.02,0.02,9.765,0.593,96.3,2025-07-16T19:04:08.285021,36
calm,0,60.44371697385545,55.15810515581449,0.368,0.083,12.515,36.58,-0.034,-0.015,9.797,0.42,97.9,2025-07-16T19:04:08.183188,34
anxious,4,112.042468112351,24.261478093752622,0.617,0.443,25.46,37.15,-0.209,0.654,9.475,0.621,95.0,2025-07-16T19:04:08.505837,23
calm,0,55.05156164264419,32.620526885038544,0.364,0.154,16.339,36.44,-0.08,0.097,9.684,0.62,97.0,2025-07-16T19:04:08.140299,23
excited,2,79.39434998421568,29.759969017571414,0.435,0.392,14.541,36.97,-0.097,0.1,9.762,0.64,95.5,2025-07-16T19:04:08.334815,18
anxious,4,110.29133103278382,12.21273227402472,0.832,0.408,27.916,36.9,-0.069,-0.455,9.88,0.868,95.1,2025-07-16T19:04:08.556378,3
focused,1,63.14448425872018,53.84698949290782,0.336,0.054,15.125,36.67,-0.0,-0.002,9.799,0.652,97.1,2025-07-16T19:04:08.229899,22
focused,1,78.89140023721576,47.18384420502123,0.467,0.024,15.898,36.54,0.012,0.006,9.798,0.534,96.5,2025-07-16T19:04:08.282310,25
calm,0,84.16863833414492,69.5739366618905,0.332,0.076,12.6,36.77,0.057,0.04,9.811,0.89,95.5,2025-07-16T19:04:08.130454,48
stressed,3,84.26356400872581,23.266110841097234,0.68,0.357,20.077,36.78,-0.364,0.084,9.96,0.58,96.0,2025-07-16T19:04:08.485038,46
focused,1,67.41634453417083,56.40806938270996,0.483,0.063,16.8,36.63,0.096,0.118,9.804,0.164,96.6,2025-07-16T19:04:08.240650,32
fatigued,5,55.098385659139666,28.683093610425566,0.319,0.196,14.543,36.51,-0.124,-0.079,9.76,0.597,97.3,2025-07-16T19:04:08.630227,32
anxious,4,101.63706227840132,13.724574710724177,0.791,0.235,19.388,36.98,-0.446,0.126,9.939,0.643,94.7,2025-07-16T19:04:08.559646,13
anxious,4,99.36779205081226,21.25763956865624,0.704,0.393,20.4,36.87,0.257,-0.053,9.675,0.761,95.4,2025-07-16T19:04:08.540301,25
stressed,3,71.68690060102465,15.880143074563394,0.744,0.198,18.585,36.77,-0.292,-0.158,9.8,0.723,96.1,2025-07-16T19:04:08.457320,19
stressed,3,125.07274714657838,19.879822982435705,0.524,0.324,24.847,37.0,0.013,0.048,9.677,0.515,94.4,2025-07-16T19:04:08.465017,43
fatigued,5,74.57116346544028,26.785797254756726,0.27,0.051,13.46,36.5,-0.052,-0.043,9.78,0.815,97.1,2025-07-16T19:04:08.580947,14
calm,0,68.59874315502107,54.770606146749955,0.28,0.026,14.042,36.55,-0.005,0.027,9.785,0.128,97.6,2025-07-16T19:04:08.131773,7
stressed,3,79.7540361747658,10.39534176932388,0.71,0.414,17.285,36.87,-0.221,0.034,9.684,0.263,95.6,2025-07-16T19:04:08.475457,0
excited,2,80.49776196629472,42.25260600775437,0.521,0.464,14.043,36.57,0.181,0.178,9.449,0.413,95.6,2025-07-16T19:04:08.307713,26
anxious,4,79.93123393376814,21.697681007415326,0.663,0.188,23.43,36.77,0.037,-0.136,9.865,0.311,95.5,2025-07-16T19:04:08.553889,44
stressed,3,86.13252186468053,26.46262415122734,0.896,0.356,18.427,36.79,-0.167,-0.46,9.887,0.874,95.5,2025-07-16T19:04:08.492509,28
excited,2,75.6338658210167,38.24945066469729,0.663,0.133,18.711,36.61,0.033,-0.003,9.864,0.723,96.3,2025-07-16T19:04:08.386276,48
excited,2,86.95290651667327,39.82443064700121,0.758,0.495,24.0,36.89,-1.147,0.461,9.512,0.379,96.9,2025-07-16T19:04:08.407035,15
calm,0,70.63107301790967,52.389313944059985,0.483,0.112,13.202,36.56,-0.058,0.151,9.74,0.251,96.8,2025-07-16T19:04:08.188496,36
anxious,4,119.82694390856038,28.063732768639895,0.731,0.341,20.34,37.21,0.315,0.038,9.932,0.168,94.9,2025-07-16T19:04:08.531669,38
fatigued,5,58.732313398123466,17.4754193708181,0.287,0.196,13.391,36.57,-0.067,-0.148,9.963,0.504,97.7,2025-07-16T19:04:08.593867,29
excited,2,72.8702431113084,35.45425304272522,0.67,0.558,14.0,36.83,0.485,-0.339,9.744,0.716,96.1,2025-07-16T19:04:08.327327,35
fatigued,5,87.70149052554402,25.84718608879886,0.34,0.257,8.589,36.7,-0.037,0.042,9.633,0.757,97.0,2025-07-16T19:04:08.587090,27
anxious,4,133.30011550192884,15.070356533995064,0.935,0.402,32.0,37.24,0.034,0.263,9.635,0.983,93.5,2025-07-16T19:04:08.536206,33
excited,2,85.23370801198335,39.057402470960895,0.8,0.214,16.294,36.64,-0.117,-0.086,9.919,0.538,94.6,2025-07-16T19:04:08.309930,2
excited,2,83.87095412645789,25.309000270603775,0.523,0.607,22.721,36.89,-0.265,0.297,9.684,0.378,95.7,2025-07-16T19:04:08.316990,7
stressed,3,95.07697881764159,28.115314681266888,0.603,0.401,20.734,36.74,0.541,0.366,9.857,0.191,94.6,2025-07-16T19:04:08.444442,37
stressed,3,89.54859789167695,13.784591113127671,0.705,0.291,22.296,36.58,-0.127,-0.121,9.871,0.541,95.8,2025-07-16T19:04:08.461681,34
focused,1,69.77089264966327,38.761067906125,0.435,0.066,14.53,36.55,0.082,-0.107,9.815,0.166,97.4,2025-07-16T19:04:08.254866,32
anxious,4,94.43765345586154,19.155661165702952,0.76,0.432,22.1,36.94,0.776,0.347,9.663,0.43,95.2,2025-07-16T19:04:08.515481,3
calm,0,61.55521535125571,39.77519898993349,0.48,0.143,16.785,36.45,0.096,-0.031,9.741,0.764,97.0,2025-07-16T19:04:08.172364,35
stressed,3,105.20605293903381,17.182125692321627,0.648,0.346,16.0,37.2,0.516,0.22,10.265,0.472,95.1,2025-07-16T19:04:08.444604,9
calm,0,76.97452467610641,31.58770226704739,0.457,0.208,10.958,36.37,0.059,-0.159,9.836,0.207,97.2,2025-07-16T19:04:08.124590,42
focused,1,79.83974531785123,52.96411904471787,0.353,0.054,14.702,36.68,-0.1,-0.082,9.81,0.75,97.4,2025-07-16T19:04:08.239337,25
calm,0,65.93221151715647,33.86841909169917,0.274,0.115,12.184,36.45,0.105,0.118,9.783,0.435,97.3,2025-07-16T19:04:08.212376,33
focused,1,80.62636417903153,37.41026603552832,0.498,0.037,12.816,36.44,-0.079,0.01,9.817,0.513,96.5,2025-07-16T19:04:08.225000,5
focused,1,97.39952299575019,57.62895211054173,0.378,0.052,13.541,36.59,-0.009,0.096,9.77,0.422,96.1,2025-07-16T19:04:08.227994,27
anxious,4,123.85077876651226,21.82663937261231,0.855,0.397,26.401,37.15,-0.46,0.236,9.853,0.814,94.5,2025-07-16T19:04:08.520929,27
fatigued,5,77.65896855453543,29.349385062835257,0.153,0.245,10.447,36.6,-0.085,0.363,9.717,0.996,97.2,2025-07-16T19:04:08.659436,45
anxious,4,98.72542464237816,12.941726440652499,0.851,0.487,19.854,37.08,-0.107,0.401,10.133,0.135,94.8,2025-07-16T19:04:08.538254,9
fatigued,5,75.54089631252032,37.447322773320366,0.206,0.065,15.317,36.69,0.172,0.048,9.772,0.461,97.6,2025-07-16T19:04:08.659906,38
fatigued,5,79.41502089639636,26.208177556284404,0.337,0.08,11.946,36.58,-0.08,-0.03,9.731,0.408,97.6,2025-07-16T19:04:08.622587,8
stressed,3,82.96721198301007,15.094263016427925,0.868,0.368,16.719,36.92,-0.136,1.054,9.635,0.176,95.2,2025-07-16T19:04:08.459314,31
anxious,4,113.14583809741377,23.555628654032663,0.779,0.316,19.01,36.88,0.201,-1.04,9.69,0.247,95.7,2025-07-16T19:04:08.515790,45
calm,0,68.35403678151604,54.72407947585166,0.368,0.143,13.38,36.63,-0.203,-0.089,9.827,0.821,96.2,2025-07-16T19:04:08.213611,16
focused,1,69.9515710771171,64.57695045952184,0.34,0.062,15.846,36.6,-0.023,0.021,9.777,0.504,96.9,2025-07-16T19:04:08.253724,36
calm,0,96.49057398102642,76.29100775709513,0.264,0.103,12.645,36.91,-0.037,0.064,9.757,0.801,97.5,2025-07-16T19:04:08.201564,49
fatigued,5,71.94119562935921,24.113301899892637,0.156,0.155,13.342,36.47,-0.23,0.163,9.868,0.306,98.3,2025-07-16T19:04:08.633993,15
stressed,3,108.44843840654438,17.598251329801418,0.773,0.384,16.198,36.74,-0.035,-0.081,10.026,0.751,95.7,2025-07-16T19:04:08.426574,47
calm,0,85.52294423853341,29.43935478129524,0.303,0.014,13.236,36.58,-0.006,-0.002,9.803,0.429,96.8,2025-07-16T19:04:08.141945,26
excited,2,73.83499272905422,55.68650258141952,0.8,0.406,24.0,36.61,0.396,-0.373,10.147,0.918,95.7,2025-07-16T19:04:08.359592,10
focused,1,96.33071620343397,65.3025282063486,0.43,0.053,16.076,36.62,0.032,-0.039,9.86,0.972,96.2,2025-07-16T19:04:08.245960,45
excited,2,94.77380838422063,39.21951940143933,0.739,0.327,19.871,36.84,0.129,-0.482,9.847,0.665,95.3,2025-07-16T19:04:08.306566,36
stressed,3,79.51412178482789,19.466112026096404,0.645,0.286,16.0,36.62,0.343,-0.002,9.721,0.507,95.8,2025-07-16T19:04:08.436540,10
calm,0,74.54684691400244,55.759151624728815,0.406,0.098,14.411,36.63,-0.008,0.123,9.854,0.117,97.1,2025-07-16T19:04:08.138153,36
focused,1,70.7008054820391,53.76563172428592,0.526,0.029,12.915,36.51,-0.007,-0.011,9.812,0.351,96.2,2025-07-16T19:04:08.262281,17
anxious,4,94.53468925213969,16.606424212420638,0.744,0.2,21.617,36.77,0.085,0.057,9.96,0.114,94.6,2025-07-16T19:04:08.566509,20
focused,1,61.7241913074861,61.627494107876565,0.382,0.047,13.833,36.57,-0.021,-0.036,9.793,0.476,96.7,2025-07-16T19:04:08.246460,30
excited,2,85.9144236159403,20.478089446722755,0.751,0.496,19.804,36.89,-0.486,-0.123,10.081,0.868,95.4,2025-07-16T19:04:08.324265,2
focused,1,69.71545142826972,64.83338525224883,0.33,0.045,13.819,36.69,-0.057,-0.017,9.769,0.99,95.4,2025-07-16T19:04:08.258983,35
calm,0,70.29105337095736,61.35602393612837,0.449,0.194,14.097,36.64,-0.203,0.05,9.857,0.219,96.9,2025-07-16T19:04:08.177581,32
fatigued,5,71.24630264003464,24.602262021462725,0.346,0.174,10.868,36.57,0.207,0.155,9.666,0.541,96.6,2025-07-16T19:04:08.625677,26
stressed,3,99.13807945396246,28.354435285518733,0.625,0.254,16.0,36.75,-0.273,-0.03,9.889,0.988,96.2,2025-07-16T19:04:08.414343,37
anxious,4,75.3905584206083,17.16385950796759,0.695,0.413,24.365,36.89,0.004,-0.169,9.928,0.919,95.6,2025-07-16T19:04:08.545790,6
calm,0,66.55100955978929,38.68044963874238,0.191,0.154,14.301,36.61,0.068,-0.064,9.738,0.351,97.2,2025-07-16T19:04:08.106030,39
stressed,3,101.798062769093,12.287149025467349,0.502,0.228,21.833,36.89,0.163,-0.131,9.787,0.775,96.0,2025-07-16T19:04:08.432964,48
anxious,4,85.9400807015519,12.025939131228135,0.798,0.464,20.384,36.98,-0.503,0.0,9.055,0.543,95.6,2025-07-16T19:04:08.570574,31
calm,0,63.12930427721508,36.409559699403545,0.269,0.0,15.483,36.42,0.0,0.0,9.8,0.993,97.1,2025-07-16T19:04:08.120061,9
stressed,3,69.07835543546045,16.97346335124152,0.751,0.567,22.914,36.83,0.398,-0.95,9.93,0.529,96.1,2025-07-16T19:04:08.421637,30
anxious,4,111.23092034028532,10.275633094457032,0.779,0.319,20.329,37.0,-0.32,0.09,9.81,0.225,94.4,2025-07-16T19:04:08.553269,17
focused,1,71.71239456645986,43.64942155841115,0.353,0.021,14.11,36.57,-0.026,0.024,9.789,0.767,96.0,2025-07-16T19:04:08.275714,24
stressed,3,116.97781740255532,12.528311892490686,0.64,0.11,22.444,36.88,-0.033,0.021,9.783,0.85,95.3,2025-07-16T19:04:08.412652,13
anxious,4,131.13178188182965,26.79472112239512,0.878,0.283,18.0,37.23,0.243,-0.018,9.704,0.712,93.8,2025-07-16T19:04:08.538879,48
anxious,4,76.8275062204053,16.95469899500077,0.889,0.257,18.028,36.74,-0.084,0.13,9.75,0.794,95.4,2025-07-16T19:04:08.547822,6
stressed,3,107.9020339951164,10.690627809168749,0.702,0.349,21.124,37.06,0.685,0.14,9.823,0.657,95.4,2025-07-16T19:04:08.496756,42
anxious,4,90.93359660244793,15.838757134420911,0.731,0.306,30.71,37.08,0.125,0.475,9.855,0.957,95.1,2025-07-16T19:04:08.511888,22
excited,2,105.10650324311966,27.101452547669794,0.549,0.612,21.432,37.17,-1.289,0.044,9.627,0.638,96.1,2025-07-16T19:04:08.404104,15
calm,0,55.23190113603878,42.778693651313894,0.327,0.162,11.081,36.46,0.013,-0.134,9.847,0.225,97.6,2025-07-16T19:04:08.211897,19
focused,1,73.77378113016448,36.31257759717982,0.332,0.046,16.356,36.51,0.031,-0.051,9.794,0.371,96.7,2025-07-16T19:04:08.236041,3
anxious,4,87.73286804101076,20.919093370816306,0.804,0.352,31.512,37.09,0.394,0.09,9.521,0.591,94.9,2025-07-16T19:04:08.579029,22
focused,1,80.80537237133557,52.40680946097105,0.312,0.063,13.21,36.54,0.049,0.027,9.77,0.266,96.7,2025-07-16T19:04:08.252085,34
anxious,4,97.6411557796196,24.071324587350976,0.823,0.448,18.498,36.98,-0.508,0.168,9.855,0.267,94.6,2025-07-16T19:04:08.507715,5
calm,0,66.92358014190101,47.69117080665411,0.256,0.136,14.134,36.55,0.277,-0.061,9.68,0.609,98.1,2025-07-16T19:04:08.116168,25
focused,1,90.67519275076287,58.4723026872039,0.46,0.048,13.427,36.57,-0.032,0.041,9.799,0.626,96.1,2025-07-16T19:04:08.225649,8
calm,0,81.74854861908481,35.59195304750259,0.201,0.161,14.309,36.68,0.059,-0.195,9.727,0.178,97.3,2025-07-16T19:04:08.199906,17
anxious,4,68.84235951458164,22.32017870332985,0.809,0.199,29.594,36.75,0.019,0.274,9.919,0.735,95.1,2025-07-16T19:04:08.573172,19
calm,0,53.34129933695906,48.67694672474879,0.39,0.065,15.6,36.52,0.066,-0.049,9.809,0.125,96.4,2025-07-16T19:04:08.148277,30
focused,1,79.10230203028306,43.36820927277559,0.359,0.057,15.121,36.7,-0.062,-0.044,9.785,0.398,96.1,2025-07-16T19:04:08.289770,5
anxious,4,154.85545141103924,25.59157381268148,0.703,0.463,23.118,37.22,-0.852,0.17,9.52,0.261,94.1,2025-07-16T19:04:08.511421,45
anxious,4,115.07937225398413,21.766941716084002,0.787,0.233,18.937,36.99,-0.123,-0.058,9.829,0.334,96.0,2025-07-16T19:04:08.564013,27
fatigued,5,62.69273139219435,25.33956656339911,0.151,0.278,13.077,36.64,0.254,0.314,10.056,0.195,98.0,2025-07-16T19:04:08.604069,36
calm,0,54.16217992700895,38.38346170295563,0.361,0.08,16.216,36.42,0.054,-0.124,9.76,0.338,97.9,2025-07-16T19:04:08.174441,6
focused,1,66.22539755688767,35.260529556363245,0.47,0.041,13.793,36.44,-0.012,0.02,9.814,0.672,97.2,2025-07-16T19:04:08.270447,1
stressed,3,96.05903354465927,13.536232751374998,0.694,0.42,18.18,36.92,0.312,0.409,9.825,0.957,94.6,2025-07-16T19:04:08.494664,1
focused,1,74.09183184868999,42.8998073120875,0.345,0.066,13.469,36.69,0.045,0.035,9.769,0.433,97.4,2025-07-16T19:04:08.298378,12
stressed,3,79.83255181759976,17.458829462151574,0.877,0.178,23.333,36.65,0.179,-0.35,9.859,0.721,95.3,2025-07-16T19:04:08.460275,6
calm,0,54.401745257829596,47.24352542279129,0.317,0.167,15.547,36.52,-0.03,-0.019,9.604,0.74,97.2,2025-07-16T19:04:08.189174,29
anxious,4,97.37370240312718,13.310563308310055,0.667,0.277,18.364,36.9,-0.537,-0.036,9.919,0.641,95.2,2025-07-16T19:04:08.520621,4
calm,0,76.21664118747825,41.31797219920698,0.334,0.093,12.205,36.61,-0.021,0.015,9.839,0.864,96.7,2025-07-16T19:04:08.170987,13
calm,0,58.312667857169686,64.1336282198737,0.267,0.157,13.121,36.62,-0.069,-0.026,9.83,0.69,97.7,2025-07-16T19:04:08.114403,32
fatigued,5,94.18721550954359,21.488183662066252,0.15,0.09,14.674,36.75,0.135,0.024,9.732,0.271,97.2,2025-07-16T19:04:08.599797,40
fatigued,5,81.71267010523579,30.149277015196063,0.289,0.225,10.522,36.49,0.186,0.374,10.0,0.281,97.2,2025-07-16T19:04:08.598037,43
calm,0,85.3851406612301,36.85416237264033,0.341,0.058,12.313,36.7,0.028,-0.009,9.776,0.241,96.8,2025-07-16T19:04:08.168658,1
anxious,4,110.28471217079975,22.529859785807524,0.9,0.271,25.198,36.94,0.314,0.62,9.684,0.228,94.7,2025-07-16T19:04:08.552495,45
fatigued,5,58.39037299853214,18.82969525124279,0.249,0.199,14.172,36.35,0.247,-0.125,9.876,0.32,96.8,2025-07-16T19:04:08.641103,24
excited,2,84.71905446329691,33.439210511818594,0.772,0.259,14.0,36.64,0.14,-0.344,9.668,0.464,95.2,2025-07-16T19:04:08.379760,25
calm,0,66.77223127170141,35.14871338791628,0.28,0.0,14.709,36.52,0.0,0.0,9.8,0.877,97.0,2025-07-16T19:04:08.209981,0
calm,0,64.80258011238568,45.95042255901656,0.434,0.068,15.507,36.64,0.105,0.084,9.799,0.211,96.6,2025-07-16T19:04:08.201075,32
anxious,4,92.45470699923521,23.899902711306545,0.865,0.298,18.0,36.68,0.237,0.029,9.888,0.99,95.9,2025-07-16T19:04:08.536050,36
